#! FIELDS d1 ff7 dff7_d1
#! SET normalisation  1.000000
#! SET min_d1 -1.0
#! SET max_d1 4.5
#! SET nbins_d1  200
#! SET periodic_d1 false
 -1.000000 inf 0.000000
 -0.972500 inf 0.000000
 -0.945000 inf 0.000000
 -0.917500 inf 0.000000
 -0.890000 inf 0.000000
 -0.862500 inf 0.000000
 -0.835000 inf 0.000000
 -0.807500 inf 0.000000
 -0.780000 inf 0.000000
 -0.752500 inf 0.000000
 -0.725000 inf 0.000000
 -0.697500 inf 0.000000
 -0.670000 inf 0.000000
 -0.642500 inf 0.000000
 -0.615000 inf 0.000000
 -0.587500 inf 0.000000
 -0.560000 inf 0.000000
 -0.532500 inf 0.000000
 -0.505000 inf 0.000000
 -0.477500 inf 0.000000
 -0.450000 inf 0.000000
 -0.422500 inf 0.000000
 -0.395000 inf 0.000000
 -0.367500 inf 0.000000
 -0.340000 inf 0.000000
 -0.312500 inf 0.000000
 -0.285000 inf 0.000000
 -0.257500 inf 0.000000
 -0.230000 inf 0.000000
 -0.202500 inf 0.000000
 -0.175000 inf 0.000000
 -0.147500 inf 0.000000
 -0.120000 inf 0.000000
 -0.092500 73.832426 -637.290280
 -0.065000 54.860444 -555.543547
 -0.037500 41.629150 -404.872445
 -0.010000 32.588050 -255.200420
 0.017500 26.806058 -201.918296
 0.045000 20.327802 -239.106766
 0.072500 14.491803 -199.519131
 0.100000 8.955090 -185.972195
 0.127500 5.355470 -64.123446
 0.155000 5.722149 91.777504
 0.182500 10.039494 197.704814
 0.210000 12.945189 -92.132944
 0.237500 6.759587 -247.563495
 0.265000 1.442988 -128.035680
 0.292500 0.000000 24.920784
 0.320000 2.804975 175.825331
 0.347500 8.522931 174.253341
 0.375000 10.034781 -14.498660
 0.402500 9.679025 -3.679361
 0.430000 10.258677 50.103821
 0.457500 12.042252 63.198266
 0.485000 13.092982 10.583841
 0.512500 12.799507 -25.195649
 0.540000 11.845854 -36.363329
 0.567500 11.493957 9.747935
