#! FIELDS d3 ff5 dff5_d3
#! SET normalisation  1.000000
#! SET min_d3 -1.0
#! SET max_d3 5.0
#! SET nbins_d3  200
#! SET periodic_d3 false
 -1.000000 inf 0.000000
 -0.970000 inf 0.000000
 -0.940000 inf 0.000000
 -0.910000 inf 0.000000
 -0.880000 inf 0.000000
 -0.850000 inf 0.000000
 -0.820000 inf 0.000000
 -0.790000 inf 0.000000
 -0.760000 inf 0.000000
 -0.730000 inf 0.000000
 -0.700000 inf 0.000000
 -0.670000 inf 0.000000
 -0.640000 inf 0.000000
 -0.610000 inf 0.000000
 -0.580000 inf 0.000000
 -0.550000 inf 0.000000
 -0.520000 inf 0.000000
 -0.490000 inf 0.000000
 -0.460000 inf 0.000000
 -0.430000 inf 0.000000
 -0.400000 inf 0.000000
 -0.370000 inf 0.000000
 -0.340000 inf 0.000000
 -0.310000 inf 0.000000
 -0.280000 inf 0.000000
 -0.250000 inf 0.000000
 -0.220000 inf 0.000000
 -0.190000 inf 0.000000
 -0.160000 inf 0.000000
 -0.130000 inf 0.000000
 -0.100000 inf 0.000000
 -0.070000 inf 0.000000
 -0.040000 inf 0.000000
 -0.010000 inf 0.000000
 0.020000 inf 0.000000
 0.050000 inf 0.000000
 0.080000 inf 0.000000
 0.110000 inf 0.000000
 0.140000 inf 0.000000
 0.170000 inf 0.000000
 0.200000 inf 0.000000
 0.230000 inf 0.000000
 0.260000 61.437089 -633.214681
 0.290000 45.198849 -448.961424
 0.320000 34.317604 -288.360233
 0.350000 24.132219 -442.752073
 0.380000 12.043000 -326.487692
 0.410000 4.947931 -148.363208
 0.440000 2.321750 -64.078344
 0.470000 0.000000 -54.633540
 0.500000 0.423953 83.809668
 0.530000 4.765779 201.898278
 0.560000 12.184968 267.355757
 0.590000 14.558600 -74.299961
 0.620000 14.115071 58.380899
 0.650000 16.485376 -17.184562
 0.680000 11.172022 -188.964522
 0.710000 7.559755 -57.025363
 0.740000 7.150889 22.011938
 0.770000 8.652857 65.341538
 0.800000 9.112635 -29.828212
 0.830000 8.970793 27.762504
 0.860000 9.971935 21.163581
 0.890000 9.638438 -46.491748
 0.920000 7.959695 -52.147441
 0.950000 6.681466 -29.436485
 0.980000 6.516815 18.487346
 1.010000 7.576805 45.280782
 1.040000 8.180726 -13.116771
 1.070000 7.863332 0.527172
 1.100000 7.664263 -17.199152
 1.130000 7.209727 -10.478068
 1.160000 6.851623 -33.236147
 1.190000 4.459072 -85.579966
 1.220000 3.851977 55.980742
 1.250000 7.389271 140.926472
 1.280000 9.763794 52.018055
 1.310000 10.781253 -30.813866
 1.340000 9.174204 -29.158589
 1.370000 9.822399 54.310524
 1.400000 10.603715 6.905785
 1.430000 11.160179 11.496608
 1.460000 11.072134 -0.095563
 1.490000 11.306615 9.009930
 1.520000 11.240913 -4.735828
 1.550000 12.233419 77.630625
 1.580000 13.829583 -18.441268
 1.610000 13.316483 27.059828
 1.640000 15.934560 131.458720
 1.670000 18.822980 24.201609
 1.700000 18.283771 -36.174799
 1.730000 16.447969 -71.923785
 1.760000 15.654261 25.845366
 1.790000 17.003605 21.753298
 1.820000 15.078726 -103.731133
 1.850000 13.340874 -1.283790
 1.880000 14.315897 22.551779
 1.910000 13.683572 -26.512257
 1.940000 13.173759 -17.541433
 1.970000 12.891190 0.854624
 2.000000 13.154384 27.511196
 2.030000 14.810780 69.142557
 2.060000 15.835651 -23.487482
 2.090000 13.713571 -88.138127
 2.120000 12.354355 6.031695
 2.150000 13.220445 35.834422
 2.180000 14.328635 25.780866
 2.210000 14.485051 -6.803530
 2.240000 13.283309 -75.443239
 2.270000 11.510442 -18.473239
 2.300000 12.813747 105.150535
 2.330000 17.011499 147.184741
 2.360000 21.037054 131.465109
 2.390000 22.796253 -57.925507
 2.420000 21.134439 -8.489876
 2.450000 23.003260 133.136970
